Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1462,zzz. Not colonized
Algeria,DZA,1462,zzz. Not colonized
Angola,AGO,1462,zzz. Not colonized
Antigua and Barbuda,ATG,1462,zzz. Not colonized
Argentina,ARG,1462,zzz. Not colonized
Armenia,ARM,1462,zzz. Not colonized
Australia,AUS,1462,zzz. Not colonized
Azerbaijan,AZE,1462,zzz. Not colonized
Bahamas,BHS,1462,zzz. Not colonized
Bahrain,BHR,1462,zzz. Not colonized
Bangladesh,BGD,1462,zzz. Not colonized
Barbados,BRB,1462,zzz. Not colonized
Belgium,BEL,1462,zz. Colonizer
Belize,BLZ,1462,zzz. Not colonized
Benin,BEN,1462,zzz. Not colonized
Bhutan,BTN,1462,zzz. Not colonized
Bolivia,BOL,1462,zzz. Not colonized
Botswana,BWA,1462,zzz. Not colonized
Brazil,BRA,1462,zzz. Not colonized
Brunei,BRN,1462,zzz. Not colonized
Burkina Faso,BFA,1462,zzz. Not colonized
Burundi,BDI,1462,zzz. Not colonized
Cambodia,KHM,1462,zzz. Not colonized
Cameroon,CMR,1462,zzz. Not colonized
Canada,CAN,1462,zzz. Not colonized
Cape Verde,CPV,1462,Portugal
Central African Republic,CAF,1462,zzz. Not colonized
Chad,TCD,1462,zzz. Not colonized
Chile,CHL,1462,zzz. Not colonized
China,CHN,1462,zzz. Not colonized
Colombia,COL,1462,zzz. Not colonized
Comoros,COM,1462,zzz. Not colonized
Congo,COG,1462,zzz. Not colonized
Costa Rica,CRI,1462,zzz. Not colonized
Cote d'Ivoire,CIV,1462,zzz. Not colonized
Cuba,CUB,1462,zzz. Not colonized
Democratic Republic of Congo,COD,1462,zzz. Not colonized
Djibouti,DJI,1462,zzz. Not colonized
Dominica,DMA,1462,zzz. Not colonized
Dominican Republic,DOM,1462,zzz. Not colonized
East Timor,TLS,1462,zzz. Not colonized
Ecuador,ECU,1462,zzz. Not colonized
Egypt,EGY,1462,zzz. Not colonized
El Salvador,SLV,1462,zzz. Not colonized
Equatorial Guinea,GNQ,1462,zzz. Not colonized
Eritrea,ERI,1462,zzz. Not colonized
Eswatini,SWZ,1462,zzz. Not colonized
Ethiopia,ETH,1462,zzz. Not colonized
Fiji,FJI,1462,zzz. Not colonized
France,FRA,1462,zz. Colonizer
Gabon,GAB,1462,zzz. Not colonized
Gambia,GMB,1462,zzz. Not colonized
Georgia,GEO,1462,zzz. Not colonized
Germany,DEU,1462,zz. Colonizer
Ghana,GHA,1462,zzz. Not colonized
Grenada,GRD,1462,zzz. Not colonized
Guatemala,GTM,1462,zzz. Not colonized
Guinea,GIN,1462,zzz. Not colonized
Guinea-Bissau,GNB,1462,zzz. Not colonized
Guyana,GUY,1462,zzz. Not colonized
Haiti,HTI,1462,zzz. Not colonized
Honduras,HND,1462,zzz. Not colonized
India,IND,1462,zzz. Not colonized
Indonesia,IDN,1462,zzz. Not colonized
Iran,IRN,1462,zzz. Not colonized
Iraq,IRQ,1462,zzz. Not colonized
Israel,ISR,1462,zzz. Not colonized
Italy,ITA,1462,zz. Colonizer
Jamaica,JAM,1462,zzz. Not colonized
Japan,JPN,1462,zzz. Not colonized
Jordan,JOR,1462,zzz. Not colonized
Kazakhstan,KAZ,1462,zzz. Not colonized
Kenya,KEN,1462,zzz. Not colonized
Kiribati,KIR,1462,zzz. Not colonized
Kuwait,KWT,1462,zzz. Not colonized
Kyrgyzstan,KGZ,1462,zzz. Not colonized
Laos,LAO,1462,zzz. Not colonized
Lebanon,LBN,1462,zzz. Not colonized
Lesotho,LSO,1462,zzz. Not colonized
Liberia,LBR,1462,zzz. Not colonized
Libya,LBY,1462,zzz. Not colonized
Madagascar,MDG,1462,zzz. Not colonized
Malawi,MWI,1462,zzz. Not colonized
Malaysia,MYS,1462,zzz. Not colonized
Maldives,MDV,1462,zzz. Not colonized
Mali,MLI,1462,zzz. Not colonized
Marshall Islands,MHL,1462,zzz. Not colonized
Mauritania,MRT,1462,zzz. Not colonized
Mauritius,MUS,1462,zzz. Not colonized
Mexico,MEX,1462,zzz. Not colonized
Micronesia (country),FSM,1462,zzz. Not colonized
Mongolia,MNG,1462,zzz. Not colonized
Morocco,MAR,1462,zzz. Not colonized
Mozambique,MOZ,1462,zzz. Not colonized
Myanmar,MMR,1462,zzz. Not colonized
Namibia,NAM,1462,zzz. Not colonized
Nauru,NRU,1462,zzz. Not colonized
Nepal,NPL,1462,zzz. Not colonized
Netherlands,NLD,1462,zz. Colonizer
New Zealand,NZL,1462,zzz. Not colonized
Nicaragua,NIC,1462,zzz. Not colonized
Niger,NER,1462,zzz. Not colonized
Nigeria,NGA,1462,zzz. Not colonized
North Korea,PRK,1462,zzz. Not colonized
Oman,OMN,1462,zzz. Not colonized
Pakistan,PAK,1462,zzz. Not colonized
Palau,PLW,1462,zzz. Not colonized
Panama,PAN,1462,zzz. Not colonized
Papua New Guinea,PNG,1462,zzz. Not colonized
Paraguay,PRY,1462,zzz. Not colonized
Peru,PER,1462,zzz. Not colonized
Philippines,PHL,1462,zzz. Not colonized
Portugal,PRT,1462,zz. Colonizer
Qatar,QAT,1462,zzz. Not colonized
Rwanda,RWA,1462,zzz. Not colonized
Saint Kitts and Nevis,KNA,1462,zzz. Not colonized
Saint Lucia,LCA,1462,zzz. Not colonized
Saint Vincent and the Grenadines,VCT,1462,zzz. Not colonized
Samoa,WSM,1462,zzz. Not colonized
Sao Tome and Principe,STP,1462,zzz. Not colonized
Saudi Arabia,SAU,1462,zzz. Not colonized
Senegal,SEN,1462,zzz. Not colonized
Seychelles,SYC,1462,zzz. Not colonized
Sierra Leone,SLE,1462,zzz. Not colonized
Singapore,SGP,1462,zzz. Not colonized
Solomon Islands,SLB,1462,zzz. Not colonized
Somalia,SOM,1462,zzz. Not colonized
South Africa,ZAF,1462,zzz. Not colonized
South Korea,KOR,1462,zzz. Not colonized
South Sudan,SSD,1462,zzz. Not colonized
Spain,ESP,1462,zz. Colonizer
Sri Lanka,LKA,1462,zzz. Not colonized
Sudan,SDN,1462,zzz. Not colonized
Suriname,SUR,1462,zzz. Not colonized
Syria,SYR,1462,zzz. Not colonized
Taiwan,TWN,1462,zzz. Not colonized
Tajikistan,TJK,1462,zzz. Not colonized
Tanzania,TZA,1462,zzz. Not colonized
Thailand,THA,1462,zzz. Not colonized
Togo,TGO,1462,zzz. Not colonized
Tonga,TON,1462,zzz. Not colonized
Trinidad and Tobago,TTO,1462,zzz. Not colonized
Tunisia,TUN,1462,zzz. Not colonized
Turkey,TUR,1462,zzz. Not colonized
Turkmenistan,TKM,1462,zzz. Not colonized
Tuvalu,TUV,1462,zzz. Not colonized
Uganda,UGA,1462,zzz. Not colonized
United Arab Emirates,ARE,1462,zzz. Not colonized
United Kingdom,GBR,1462,zz. Colonizer
United States,USA,1462,zzz. Not colonized
Uruguay,URY,1462,zzz. Not colonized
Uzbekistan,UZB,1462,zzz. Not colonized
Vanuatu,VUT,1462,zzz. Not colonized
Venezuela,VEN,1462,zzz. Not colonized
Vietnam,VNM,1462,zzz. Not colonized
Yemen,YEM,1462,zzz. Not colonized
Zambia,ZMB,1462,zzz. Not colonized
Zimbabwe,ZWE,1462,zzz. Not colonized
