Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1881,zzz. Not colonized
Algeria,DZA,1881,France
Angola,AGO,1881,Portugal
Antigua and Barbuda,ATG,1881,United Kingdom
Argentina,ARG,1881,zzzz. No longer colonized
Armenia,ARM,1881,zzz. Not colonized
Australia,AUS,1881,United Kingdom
Azerbaijan,AZE,1881,zzz. Not colonized
Bahamas,BHS,1881,United Kingdom
Bahrain,BHR,1881,United Kingdom
Bangladesh,BGD,1881,United Kingdom
Barbados,BRB,1881,United Kingdom
Belgium,BEL,1881,zz. Colonizer
Belize,BLZ,1881,United Kingdom
Benin,BEN,1881,zzz. Not colonized
Bhutan,BTN,1881,zzz. Not colonized
Bolivia,BOL,1881,zzzz. No longer colonized
Botswana,BWA,1881,zzz. Not colonized
Brazil,BRA,1881,zzzz. No longer colonized
Brunei,BRN,1881,zzz. Not colonized
Burkina Faso,BFA,1881,zzz. Not colonized
Burundi,BDI,1881,zzz. Not colonized
Cambodia,KHM,1881,zzz. Not colonized
Cameroon,CMR,1881,zzz. Not colonized
Canada,CAN,1881,United Kingdom
Cape Verde,CPV,1881,Portugal
Central African Republic,CAF,1881,zzz. Not colonized
Chad,TCD,1881,zzz. Not colonized
Chile,CHL,1881,zzzz. No longer colonized
China,CHN,1881,zzz. Not colonized
Colombia,COL,1881,zzzz. No longer colonized
Comoros,COM,1881,zzz. Not colonized
Congo,COG,1881,zzz. Not colonized
Costa Rica,CRI,1881,zzzz. No longer colonized
Cote d'Ivoire,CIV,1881,zzz. Not colonized
Cuba,CUB,1881,Spain
Democratic Republic of Congo,COD,1881,zzz. Not colonized
Djibouti,DJI,1881,zzz. Not colonized
Dominica,DMA,1881,United Kingdom
Dominican Republic,DOM,1881,zzzz. No longer colonized
East Timor,TLS,1881,Portugal
Ecuador,ECU,1881,zzzz. No longer colonized
Egypt,EGY,1881,zzz. Not colonized
El Salvador,SLV,1881,zzzz. No longer colonized
Equatorial Guinea,GNQ,1881,Spain
Eritrea,ERI,1881,zzz. Not colonized
Eswatini,SWZ,1881,zzz. Not colonized
Ethiopia,ETH,1881,zzz. Not colonized
Fiji,FJI,1881,United Kingdom
France,FRA,1881,zz. Colonizer
Gabon,GAB,1881,zzz. Not colonized
Gambia,GMB,1881,zzz. Not colonized
Georgia,GEO,1881,zzz. Not colonized
Germany,DEU,1881,zz. Colonizer
Ghana,GHA,1881,United Kingdom
Grenada,GRD,1881,United Kingdom
Guatemala,GTM,1881,zzzz. No longer colonized
Guinea,GIN,1881,France
Guinea-Bissau,GNB,1881,Portugal
Guyana,GUY,1881,United Kingdom
Haiti,HTI,1881,zzzz. No longer colonized
Honduras,HND,1881,zzzz. No longer colonized
India,IND,1881,United Kingdom
Indonesia,IDN,1881,Netherlands
Iran,IRN,1881,zzz. Not colonized
Iraq,IRQ,1881,zzz. Not colonized
Israel,ISR,1881,zzz. Not colonized
Italy,ITA,1881,zz. Colonizer
Jamaica,JAM,1881,United Kingdom
Japan,JPN,1881,zzz. Not colonized
Jordan,JOR,1881,zzz. Not colonized
Kazakhstan,KAZ,1881,zzz. Not colonized
Kenya,KEN,1881,zzz. Not colonized
Kiribati,KIR,1881,zzz. Not colonized
Kuwait,KWT,1881,zzz. Not colonized
Kyrgyzstan,KGZ,1881,zzz. Not colonized
Laos,LAO,1881,zzz. Not colonized
Lebanon,LBN,1881,zzz. Not colonized
Lesotho,LSO,1881,zzz. Not colonized
Liberia,LBR,1881,zzz. Not colonized
Libya,LBY,1881,zzz. Not colonized
Madagascar,MDG,1881,zzz. Not colonized
Malawi,MWI,1881,zzz. Not colonized
Malaysia,MYS,1881,zzzz. No longer colonized
Maldives,MDV,1881,zzz. Not colonized
Mali,MLI,1881,zzz. Not colonized
Marshall Islands,MHL,1881,zzz. Not colonized
Mauritania,MRT,1881,zzz. Not colonized
Mauritius,MUS,1881,United Kingdom
Mexico,MEX,1881,zzzz. No longer colonized
Micronesia (country),FSM,1881,Spain
