Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1621,zzz. Not colonized
Algeria,DZA,1621,zzz. Not colonized
Angola,AGO,1621,Portugal
Antigua and Barbuda,ATG,1621,zzz. Not colonized
Argentina,ARG,1621,Spain
Armenia,ARM,1621,zzz. Not colonized
Australia,AUS,1621,zzz. Not colonized
Azerbaijan,AZE,1621,zzz. Not colonized
Bahamas,BHS,1621,zzz. Not colonized
Bahrain,BHR,1621,zzz. Not colonized
Bangladesh,BGD,1621,zzz. Not colonized
Barbados,BRB,1621,zzz. Not colonized
Belgium,BEL,1621,zz. Colonizer
Belize,BLZ,1621,Spain
Benin,BEN,1621,zzz. Not colonized
Bhutan,BTN,1621,zzz. Not colonized
Bolivia,BOL,1621,Spain
Botswana,BWA,1621,zzz. Not colonized
Brazil,BRA,1621,Portugal
Brunei,BRN,1621,zzz. Not colonized
Burkina Faso,BFA,1621,zzz. Not colonized
Burundi,BDI,1621,zzz. Not colonized
Cambodia,KHM,1621,zzz. Not colonized
Cameroon,CMR,1621,zzz. Not colonized
Canada,CAN,1621,France
Cape Verde,CPV,1621,Portugal
Central African Republic,CAF,1621,zzz. Not colonized
Chad,TCD,1621,zzz. Not colonized
Chile,CHL,1621,Spain
China,CHN,1621,zzz. Not colonized
Colombia,COL,1621,Spain
Comoros,COM,1621,zzz. Not colonized
Congo,COG,1621,zzz. Not colonized
Costa Rica,CRI,1621,Spain
Cote d'Ivoire,CIV,1621,zzz. Not colonized
Cuba,CUB,1621,Spain
Democratic Republic of Congo,COD,1621,zzz. Not colonized
Djibouti,DJI,1621,zzz. Not colonized
Dominica,DMA,1621,zzz. Not colonized
Dominican Republic,DOM,1621,Spain
East Timor,TLS,1621,zzz. Not colonized
Ecuador,ECU,1621,Spain
Egypt,EGY,1621,zzz. Not colonized
El Salvador,SLV,1621,Spain
Equatorial Guinea,GNQ,1621,zzz. Not colonized
Eritrea,ERI,1621,zzz. Not colonized
Eswatini,SWZ,1621,zzz. Not colonized
Ethiopia,ETH,1621,zzz. Not colonized
Fiji,FJI,1621,zzz. Not colonized
France,FRA,1621,zz. Colonizer
Gabon,GAB,1621,zzz. Not colonized
Gambia,GMB,1621,zzz. Not colonized
Georgia,GEO,1621,zzz. Not colonized
Germany,DEU,1621,zz. Colonizer
Ghana,GHA,1621,Portugal
Grenada,GRD,1621,zzz. Not colonized
Guatemala,GTM,1621,Spain
Guinea,GIN,1621,zzz. Not colonized
Guinea-Bissau,GNB,1621,zzz. Not colonized
Guyana,GUY,1621,Netherlands
Haiti,HTI,1621,zzz. Not colonized
Honduras,HND,1621,Spain
India,IND,1621,zzz. Not colonized
Indonesia,IDN,1621,zzz. Not colonized
Iran,IRN,1621,zzz. Not colonized
Iraq,IRQ,1621,zzz. Not colonized
Israel,ISR,1621,zzz. Not colonized
Italy,ITA,1621,zz. Colonizer
Jamaica,JAM,1621,Spain
Japan,JPN,1621,zzz. Not colonized
Jordan,JOR,1621,zzz. Not colonized
Kazakhstan,KAZ,1621,zzz. Not colonized
Kenya,KEN,1621,zzz. Not colonized
Kiribati,KIR,1621,zzz. Not colonized
Kuwait,KWT,1621,zzz. Not colonized
Kyrgyzstan,KGZ,1621,zzz. Not colonized
Laos,LAO,1621,zzz. Not colonized
Lebanon,LBN,1621,zzz. Not colonized
Lesotho,LSO,1621,zzz. Not colonized
Liberia,LBR,1621,zzz. Not colonized
Libya,LBY,1621,zzz. Not colonized
Madagascar,MDG,1621,zzz. Not colonized
Malawi,MWI,1621,zzz. Not colonized
Malaysia,MYS,1621,Portugal
Maldives,MDV,1621,zzz. Not colonized
Mali,MLI,1621,zzz. Not colonized
Marshall Islands,MHL,1621,zzz. Not colonized
Mauritania,MRT,1621,zzz. Not colonized
