Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1853,zzz. Not colonized
Algeria,DZA,1853,France
Angola,AGO,1853,Portugal
Antigua and Barbuda,ATG,1853,United Kingdom
Argentina,ARG,1853,zzzz. No longer colonized
Armenia,ARM,1853,zzz. Not colonized
Australia,AUS,1853,United Kingdom
Azerbaijan,AZE,1853,zzz. Not colonized
Bahamas,BHS,1853,United Kingdom
Bahrain,BHR,1853,zzz. Not colonized
Bangladesh,BGD,1853,zzz. Not colonized
Barbados,BRB,1853,United Kingdom
Belgium,BEL,1853,zz. Colonizer
Belize,BLZ,1853,z. Multiple colonizers
Benin,BEN,1853,zzz. Not colonized
Bhutan,BTN,1853,zzz. Not colonized
Bolivia,BOL,1853,zzzz. No longer colonized
Botswana,BWA,1853,zzz. Not colonized
Brazil,BRA,1853,zzzz. No longer colonized
Brunei,BRN,1853,zzz. Not colonized
Burkina Faso,BFA,1853,zzz. Not colonized
Burundi,BDI,1853,zzz. Not colonized
Cambodia,KHM,1853,zzz. Not colonized
Cameroon,CMR,1853,zzz. Not colonized
Canada,CAN,1853,United Kingdom
Cape Verde,CPV,1853,Portugal
Central African Republic,CAF,1853,zzz. Not colonized
Chad,TCD,1853,zzz. Not colonized
Chile,CHL,1853,zzzz. No longer colonized
China,CHN,1853,zzz. Not colonized
Colombia,COL,1853,zzzz. No longer colonized
Comoros,COM,1853,zzz. Not colonized
Congo,COG,1853,zzz. Not colonized
Costa Rica,CRI,1853,zzzz. No longer colonized
Cote d'Ivoire,CIV,1853,zzz. Not colonized
Cuba,CUB,1853,Spain
Democratic Republic of Congo,COD,1853,zzz. Not colonized
Djibouti,DJI,1853,zzz. Not colonized
Dominica,DMA,1853,United Kingdom
Dominican Republic,DOM,1853,Spain
East Timor,TLS,1853,Portugal
Ecuador,ECU,1853,zzzz. No longer colonized
Egypt,EGY,1853,zzz. Not colonized
El Salvador,SLV,1853,zzzz. No longer colonized
Equatorial Guinea,GNQ,1853,United Kingdom
Eritrea,ERI,1853,zzz. Not colonized
Eswatini,SWZ,1853,zzz. Not colonized
Ethiopia,ETH,1853,zzz. Not colonized
Fiji,FJI,1853,zzz. Not colonized
France,FRA,1853,zz. Colonizer
Gabon,GAB,1853,zzz. Not colonized
Gambia,GMB,1853,zzz. Not colonized
Georgia,GEO,1853,zzz. Not colonized
Germany,DEU,1853,zz. Colonizer
Ghana,GHA,1853,zzzz. No longer colonized
Grenada,GRD,1853,United Kingdom
Guatemala,GTM,1853,zzzz. No longer colonized
Guinea,GIN,1853,zzz. Not colonized
Guinea-Bissau,GNB,1853,zzz. Not colonized
Guyana,GUY,1853,United Kingdom
Haiti,HTI,1853,zzzz. No longer colonized
Honduras,HND,1853,zzzz. No longer colonized
India,IND,1853,zzz. Not colonized
Indonesia,IDN,1853,Netherlands
Iran,IRN,1853,zzz. Not colonized
Iraq,IRQ,1853,zzz. Not colonized
Israel,ISR,1853,zzz. Not colonized
Italy,ITA,1853,zz. Colonizer
Jamaica,JAM,1853,United Kingdom
Japan,JPN,1853,zzz. Not colonized
Jordan,JOR,1853,zzz. Not colonized
Kazakhstan,KAZ,1853,zzz. Not colonized
Kenya,KEN,1853,zzz. Not colonized
Kiribati,KIR,1853,zzz. Not colonized
Kuwait,KWT,1853,zzz. Not colonized
Kyrgyzstan,KGZ,1853,zzz. Not colonized
Laos,LAO,1853,zzz. Not colonized
Lebanon,LBN,1853,zzz. Not colonized
Lesotho,LSO,1853,zzz. Not colonized
Liberia,LBR,1853,zzz. Not colonized
Libya,LBY,1853,zzz. Not colonized
Madagascar,MDG,1853,zzz. Not colonized
Malawi,MWI,1853,zzz. Not colonized
Malaysia,MYS,1853,zzzz. No longer colonized
Maldives,MDV,1853,zzz. Not colonized
Mali,MLI,1853,zzz. Not colonized
Marshall Islands,MHL,1853,zzz. Not colonized
Mauritania,MRT,1853,zzz. Not colonized
Mauritius,MUS,1853,United Kingdom
Mexico,MEX,1853,zzzz. No longer colonized
Micronesia (country),FSM,1853,Spain
Mongolia,MNG,1853,zzz. Not colonized
Morocco,MAR,1853,zzz. Not colonized
Mozambique,MOZ,1853,zzz. Not colonized
