Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1627,zzz. Not colonized
Algeria,DZA,1627,zzz. Not colonized
Angola,AGO,1627,Portugal
Antigua and Barbuda,ATG,1627,zzz. Not colonized
Argentina,ARG,1627,Spain
Armenia,ARM,1627,zzz. Not colonized
Australia,AUS,1627,zzz. Not colonized
Azerbaijan,AZE,1627,zzz. Not colonized
Bahamas,BHS,1627,zzz. Not colonized
Bahrain,BHR,1627,zzz. Not colonized
Bangladesh,BGD,1627,zzz. Not colonized
Barbados,BRB,1627,United Kingdom
Belgium,BEL,1627,zz. Colonizer
Belize,BLZ,1627,Spain
Benin,BEN,1627,zzz. Not colonized
Bhutan,BTN,1627,zzz. Not colonized
Bolivia,BOL,1627,Spain
Botswana,BWA,1627,zzz. Not colonized
Brazil,BRA,1627,Portugal
Brunei,BRN,1627,zzz. Not colonized
Burkina Faso,BFA,1627,zzz. Not colonized
Burundi,BDI,1627,zzz. Not colonized
Cambodia,KHM,1627,zzz. Not colonized
Cameroon,CMR,1627,zzz. Not colonized
Canada,CAN,1627,France
Cape Verde,CPV,1627,Portugal
Central African Republic,CAF,1627,zzz. Not colonized
Chad,TCD,1627,zzz. Not colonized
Chile,CHL,1627,Spain
China,CHN,1627,zzz. Not colonized
Colombia,COL,1627,Spain
Comoros,COM,1627,zzz. Not colonized
Congo,COG,1627,zzz. Not colonized
Costa Rica,CRI,1627,Spain
Cote d'Ivoire,CIV,1627,zzz. Not colonized
Cuba,CUB,1627,Spain
Democratic Republic of Congo,COD,1627,zzz. Not colonized
Djibouti,DJI,1627,zzz. Not colonized
Dominica,DMA,1627,zzz. Not colonized
Dominican Republic,DOM,1627,Spain
East Timor,TLS,1627,zzz. Not colonized
Ecuador,ECU,1627,Spain
Egypt,EGY,1627,zzz. Not colonized
El Salvador,SLV,1627,Spain
Equatorial Guinea,GNQ,1627,zzz. Not colonized
Eritrea,ERI,1627,zzz. Not colonized
Eswatini,SWZ,1627,zzz. Not colonized
Ethiopia,ETH,1627,zzz. Not colonized
Fiji,FJI,1627,zzz. Not colonized
France,FRA,1627,zz. Colonizer
Gabon,GAB,1627,zzz. Not colonized
Gambia,GMB,1627,zzz. Not colonized
Georgia,GEO,1627,zzz. Not colonized
Germany,DEU,1627,zz. Colonizer
Ghana,GHA,1627,Portugal
Grenada,GRD,1627,zzz. Not colonized
Guatemala,GTM,1627,Spain
Guinea,GIN,1627,zzz. Not colonized
Guinea-Bissau,GNB,1627,zzz. Not colonized
Guyana,GUY,1627,Netherlands
Haiti,HTI,1627,zzz. Not colonized
Honduras,HND,1627,Spain
India,IND,1627,zzz. Not colonized
Indonesia,IDN,1627,Netherlands
Iran,IRN,1627,zzz. Not colonized
Iraq,IRQ,1627,zzz. Not colonized
Israel,ISR,1627,zzz. Not colonized
Italy,ITA,1627,zz. Colonizer
Jamaica,JAM,1627,Spain
Japan,JPN,1627,zzz. Not colonized
Jordan,JOR,1627,zzz. Not colonized
Kazakhstan,KAZ,1627,zzz. Not colonized
Kenya,KEN,1627,zzz. Not colonized
Kiribati,KIR,1627,zzz. Not colonized
Kuwait,KWT,1627,zzz. Not colonized
Kyrgyzstan,KGZ,1627,zzz. Not colonized
Laos,LAO,1627,zzz. Not colonized
Lebanon,LBN,1627,zzz. Not colonized
Lesotho,LSO,1627,zzz. Not colonized
Liberia,LBR,1627,zzz. Not colonized
Libya,LBY,1627,zzz. Not colonized
Madagascar,MDG,1627,zzz. Not colonized
Malawi,MWI,1627,zzz. Not colonized
Malaysia,MYS,1627,Portugal
Maldives,MDV,1627,zzz. Not colonized
Mali,MLI,1627,zzz. Not colonized
Marshall Islands,MHL,1627,zzz. Not colonized
Mauritania,MRT,1627,zzz. Not colonized
Mauritius,MUS,1627,zzz. Not colonized
Mexico,MEX,1627,Spain
Micronesia (country),FSM,1627,zzz. Not colonized
Mongolia,MNG,1627,zzz. Not colonized
Morocco,MAR,1627,zzz. Not colonized
Mozambique,MOZ,1627,zzz. Not colonized
Myanmar,MMR,1627,zzz. Not colonized
Namibia,NAM,1627,zzz. Not colonized
Nauru,NRU,1627,zzz. Not colonized
Nepal,NPL,1627,zzz. Not colonized
Netherlands,NLD,1627,zz. Colonizer
New Zealand,NZL,1627,zzz. Not colonized
Nicaragua,NIC,1627,Spain
Niger,NER,1627,zzz. Not colonized
Nigeria,NGA,1627,zzz. Not colonized
North Korea,PRK,1627,zzz. Not colonized
Oman,OMN,1627,zzz. Not colonized
Pakistan,PAK,1627,zzz. Not colonized
Palau,PLW,1627,zzz. Not colonized
Panama,PAN,1627,Spain
Papua New Guinea,PNG,1627,zzz. Not colonized
Paraguay,PRY,1627,Spain
