Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1540,zzz. Not colonized
Algeria,DZA,1540,zzz. Not colonized
Angola,AGO,1540,zzz. Not colonized
Antigua and Barbuda,ATG,1540,zzz. Not colonized
Argentina,ARG,1540,zzz. Not colonized
Armenia,ARM,1540,zzz. Not colonized
Australia,AUS,1540,zzz. Not colonized
Azerbaijan,AZE,1540,zzz. Not colonized
Bahamas,BHS,1540,zzz. Not colonized
Bahrain,BHR,1540,zzz. Not colonized
Bangladesh,BGD,1540,zzz. Not colonized
Barbados,BRB,1540,zzz. Not colonized
Belgium,BEL,1540,zz. Colonizer
Belize,BLZ,1540,Spain
Benin,BEN,1540,zzz. Not colonized
Bhutan,BTN,1540,zzz. Not colonized
Bolivia,BOL,1540,zzz. Not colonized
Botswana,BWA,1540,zzz. Not colonized
Brazil,BRA,1540,Portugal
Brunei,BRN,1540,zzz. Not colonized
Burkina Faso,BFA,1540,zzz. Not colonized
Burundi,BDI,1540,zzz. Not colonized
Cambodia,KHM,1540,zzz. Not colonized
Cameroon,CMR,1540,zzz. Not colonized
Canada,CAN,1540,zzz. Not colonized
Cape Verde,CPV,1540,Portugal
Central African Republic,CAF,1540,zzz. Not colonized
Chad,TCD,1540,zzz. Not colonized
Chile,CHL,1540,zzz. Not colonized
China,CHN,1540,zzz. Not colonized
Colombia,COL,1540,Spain
Comoros,COM,1540,zzz. Not colonized
Congo,COG,1540,zzz. Not colonized
Costa Rica,CRI,1540,Spain
Cote d'Ivoire,CIV,1540,zzz. Not colonized
Cuba,CUB,1540,Spain
Democratic Republic of Congo,COD,1540,zzz. Not colonized
Djibouti,DJI,1540,zzz. Not colonized
Dominica,DMA,1540,zzz. Not colonized
Dominican Republic,DOM,1540,Spain
East Timor,TLS,1540,zzz. Not colonized
Ecuador,ECU,1540,Spain
Egypt,EGY,1540,zzz. Not colonized
El Salvador,SLV,1540,Spain
Equatorial Guinea,GNQ,1540,zzz. Not colonized
Eritrea,ERI,1540,zzz. Not colonized
Eswatini,SWZ,1540,zzz. Not colonized
Ethiopia,ETH,1540,zzz. Not colonized
Fiji,FJI,1540,zzz. Not colonized
France,FRA,1540,zz. Colonizer
Gabon,GAB,1540,zzz. Not colonized
Gambia,GMB,1540,zzz. Not colonized
Georgia,GEO,1540,zzz. Not colonized
Germany,DEU,1540,zz. Colonizer
Ghana,GHA,1540,Portugal
Grenada,GRD,1540,zzz. Not colonized
Guatemala,GTM,1540,Spain
Guinea,GIN,1540,zzz. Not colonized
Guinea-Bissau,GNB,1540,zzz. Not colonized
Guyana,GUY,1540,zzz. Not colonized
Haiti,HTI,1540,zzz. Not colonized
Honduras,HND,1540,Spain
India,IND,1540,zzz. Not colonized
Indonesia,IDN,1540,zzz. Not colonized
Iran,IRN,1540,zzz. Not colonized
Iraq,IRQ,1540,zzz. Not colonized
Israel,ISR,1540,zzz. Not colonized
Italy,ITA,1540,zz. Colonizer
Jamaica,JAM,1540,Spain
Japan,JPN,1540,zzz. Not colonized
Jordan,JOR,1540,zzz. Not colonized
Kazakhstan,KAZ,1540,zzz. Not colonized
Kenya,KEN,1540,zzz. Not colonized
Kiribati,KIR,1540,zzz. Not colonized
