Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1758,zzz. Not colonized
Algeria,DZA,1758,zzz. Not colonized
Angola,AGO,1758,Portugal
Antigua and Barbuda,ATG,1758,United Kingdom
Argentina,ARG,1758,Spain
Armenia,ARM,1758,zzz. Not colonized
Australia,AUS,1758,zzz. Not colonized
Azerbaijan,AZE,1758,zzz. Not colonized
Bahamas,BHS,1758,zzz. Not colonized
Bahrain,BHR,1758,zzz. Not colonized
Bangladesh,BGD,1758,zzz. Not colonized
Barbados,BRB,1758,United Kingdom
Belgium,BEL,1758,zz. Colonizer
Belize,BLZ,1758,Spain
Benin,BEN,1758,zzz. Not colonized
Bhutan,BTN,1758,zzz. Not colonized
Bolivia,BOL,1758,Spain
Botswana,BWA,1758,zzz. Not colonized
Brazil,BRA,1758,Portugal
Brunei,BRN,1758,zzz. Not colonized
Burkina Faso,BFA,1758,zzz. Not colonized
Burundi,BDI,1758,zzz. Not colonized
Cambodia,KHM,1758,zzz. Not colonized
Cameroon,CMR,1758,zzz. Not colonized
Canada,CAN,1758,France
Cape Verde,CPV,1758,Portugal
Central African Republic,CAF,1758,zzz. Not colonized
Chad,TCD,1758,zzz. Not colonized
Chile,CHL,1758,Spain
China,CHN,1758,zzz. Not colonized
Colombia,COL,1758,Spain
Comoros,COM,1758,zzz. Not colonized
Congo,COG,1758,zzz. Not colonized
Costa Rica,CRI,1758,Spain
Cote d'Ivoire,CIV,1758,zzz. Not colonized
Cuba,CUB,1758,Spain
Democratic Republic of Congo,COD,1758,zzz. Not colonized
Djibouti,DJI,1758,zzz. Not colonized
Dominica,DMA,1758,France
Dominican Republic,DOM,1758,Spain
East Timor,TLS,1758,Portugal
Ecuador,ECU,1758,Spain
Egypt,EGY,1758,zzz. Not colonized
El Salvador,SLV,1758,Spain
Equatorial Guinea,GNQ,1758,zzz. Not colonized
Eritrea,ERI,1758,zzz. Not colonized
Eswatini,SWZ,1758,zzz. Not colonized
Ethiopia,ETH,1758,zzz. Not colonized
Fiji,FJI,1758,zzz. Not colonized
France,FRA,1758,zz. Colonizer
Gabon,GAB,1758,zzz. Not colonized
Gambia,GMB,1758,zzz. Not colonized
Georgia,GEO,1758,zzz. Not colonized
Germany,DEU,1758,zz. Colonizer
Ghana,GHA,1758,Portugal
Grenada,GRD,1758,France
Guatemala,GTM,1758,Spain
Guinea,GIN,1758,zzz. Not colonized
Guinea-Bissau,GNB,1758,zzz. Not colonized
Guyana,GUY,1758,Netherlands
Haiti,HTI,1758,France
Honduras,HND,1758,Spain
India,IND,1758,zzz. Not colonized
Indonesia,IDN,1758,Netherlands
Iran,IRN,1758,zzz. Not colonized
Iraq,IRQ,1758,zzz. Not colonized
Israel,ISR,1758,zzz. Not colonized
Italy,ITA,1758,zz. Colonizer
Jamaica,JAM,1758,United Kingdom
Japan,JPN,1758,zzz. Not colonized
Jordan,JOR,1758,zzz. Not colonized
Kazakhstan,KAZ,1758,zzz. Not colonized
Kenya,KEN,1758,zzz. Not colonized
Kiribati,KIR,1758,zzz. Not colonized
Kuwait,KWT,1758,zzz. Not colonized
Kyrgyzstan,KGZ,1758,zzz. Not colonized
Laos,LAO,1758,zzz. Not colonized
Lebanon,LBN,1758,zzz. Not colonized
Lesotho,LSO,1758,zzz. Not colonized
Liberia,LBR,1758,zzz. Not colonized
Libya,LBY,1758,zzz. Not colonized
Madagascar,MDG,1758,zzz. Not colonized
Malawi,MWI,1758,zzz. Not colonized
Malaysia,MYS,1758,zzzz. No longer colonized
Maldives,MDV,1758,zzz. Not colonized
Mali,MLI,1758,zzz. Not colonized
Marshall Islands,MHL,1758,zzz. Not colonized
Mauritania,MRT,1758,zzz. Not colonized
Mauritius,MUS,1758,France
Mexico,MEX,1758,Spain
Micronesia (country),FSM,1758,Spain
Mongolia,MNG,1758,zzz. Not colonized
Morocco,MAR,1758,zzz. Not colonized
Mozambique,MOZ,1758,zzz. Not colonized
Myanmar,MMR,1758,zzz. Not colonized
Namibia,NAM,1758,zzz. Not colonized
Nauru,NRU,1758,zzz. Not colonized
Nepal,NPL,1758,zzz. Not colonized
Netherlands,NLD,1758,zz. Colonizer
New Zealand,NZL,1758,zzz. Not colonized
Nicaragua,NIC,1758,Spain
Niger,NER,1758,zzz. Not colonized
Nigeria,NGA,1758,zzz. Not colonized
North Korea,PRK,1758,zzz. Not colonized
Oman,OMN,1758,zzz. Not colonized
Pakistan,PAK,1758,zzz. Not colonized
Palau,PLW,1758,zzz. Not colonized
Panama,PAN,1758,Spain
Papua New Guinea,PNG,1758,zzz. Not colonized
Paraguay,PRY,1758,Spain
Peru,PER,1758,Spain
Philippines,PHL,1758,Spain
Portugal,PRT,1758,zz. Colonizer
Qatar,QAT,1758,zzz. Not colonized
Rwanda,RWA,1758,zzz. Not colonized
Saint Kitts and Nevis,KNA,1758,United Kingdom
Saint Lucia,LCA,1758,France
Saint Vincent and the Grenadines,VCT,1758,zzz. Not colonized
Samoa,WSM,1758,zzz. Not colonized
Sao Tome and Principe,STP,1758,Portugal
Saudi Arabia,SAU,1758,zzz. Not colonized
Senegal,SEN,1758,United Kingdom
Seychelles,SYC,1758,France
Sierra Leone,SLE,1758,zzz. Not colonized
Singapore,SGP,1758,zzz. Not colonized
Solomon Islands,SLB,1758,zzz. Not colonized
Somalia,SOM,1758,zzz. Not colonized
South Africa,ZAF,1758,Netherlands
South Korea,KOR,1758,zzz. Not colonized
South Sudan,SSD,1758,zzz. Not colonized
Spain,ESP,1758,zz. Colonizer
Sri Lanka,LKA,1758,zzzz. No longer colonized
Sudan,SDN,1758,zzz. Not colonized
Suriname,SUR,1758,Netherlands
Syria,SYR,1758,zzz. Not colonized
Taiwan,TWN,1758,zzz. Not colonized
Tajikistan,TJK,1758,zzz. Not colonized
Tanzania,TZA,1758,zzz. Not colonized
Thailand,THA,1758,zzz. Not colonized
Togo,TGO,1758,zzz. Not colonized
Tonga,TON,1758,zzz. Not colonized
Trinidad and Tobago,TTO,1758,Spain
Tunisia,TUN,1758,zzz. Not colonized
Turkey,TUR,1758,zzz. Not colonized
Turkmenistan,TKM,1758,zzz. Not colonized
Tuvalu,TUV,1758,zzz. Not colonized
Uganda,UGA,1758,zzz. Not colonized
United Arab Emirates,ARE,1758,zzz. Not colonized
United Kingdom,GBR,1758,zz. Colonizer
United States,USA,1758,United Kingdom
Uruguay,URY,1758,z. Multiple colonizers
Uzbekistan,UZB,1758,zzz. Not colonized
Vanuatu,VUT,1758,zzz. Not colonized
Venezuela,VEN,1758,Spain
Vietnam,VNM,1758,zzz. Not colonized
Yemen,YEM,1758,zzz. Not colonized
Zambia,ZMB,1758,zzz. Not colonized
Zimbabwe,ZWE,1758,zzz. Not colonized
