Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1729,zzz. Not colonized
Algeria,DZA,1729,zzz. Not colonized
Angola,AGO,1729,Portugal
Antigua and Barbuda,ATG,1729,United Kingdom
Argentina,ARG,1729,Spain
Armenia,ARM,1729,zzz. Not colonized
Australia,AUS,1729,zzz. Not colonized
Azerbaijan,AZE,1729,zzz. Not colonized
Bahamas,BHS,1729,zzz. Not colonized
Bahrain,BHR,1729,zzz. Not colonized
Bangladesh,BGD,1729,zzz. Not colonized
Barbados,BRB,1729,United Kingdom
Belgium,BEL,1729,zz. Colonizer
Belize,BLZ,1729,Spain
Benin,BEN,1729,zzz. Not colonized
Bhutan,BTN,1729,zzz. Not colonized
Bolivia,BOL,1729,Spain
Botswana,BWA,1729,zzz. Not colonized
Brazil,BRA,1729,Portugal
Brunei,BRN,1729,zzz. Not colonized
Burkina Faso,BFA,1729,zzz. Not colonized
Burundi,BDI,1729,zzz. Not colonized
Cambodia,KHM,1729,zzz. Not colonized
Cameroon,CMR,1729,zzz. Not colonized
Canada,CAN,1729,France
Cape Verde,CPV,1729,Portugal
Central African Republic,CAF,1729,zzz. Not colonized
Chad,TCD,1729,zzz. Not colonized
Chile,CHL,1729,Spain
China,CHN,1729,zzz. Not colonized
Colombia,COL,1729,Spain
Comoros,COM,1729,zzz. Not colonized
Congo,COG,1729,zzz. Not colonized
Costa Rica,CRI,1729,Spain
Cote d'Ivoire,CIV,1729,zzz. Not colonized
Cuba,CUB,1729,Spain
Democratic Republic of Congo,COD,1729,zzz. Not colonized
Djibouti,DJI,1729,zzz. Not colonized
Dominica,DMA,1729,France
Dominican Republic,DOM,1729,Spain
East Timor,TLS,1729,Portugal
Ecuador,ECU,1729,Spain
Egypt,EGY,1729,zzz. Not colonized
El Salvador,SLV,1729,Spain
Equatorial Guinea,GNQ,1729,zzz. Not colonized
Eritrea,ERI,1729,zzz. Not colonized
Eswatini,SWZ,1729,zzz. Not colonized
Ethiopia,ETH,1729,zzz. Not colonized
Fiji,FJI,1729,zzz. Not colonized
France,FRA,1729,zz. Colonizer
Gabon,GAB,1729,zzz. Not colonized
Gambia,GMB,1729,zzz. Not colonized
Georgia,GEO,1729,zzz. Not colonized
Germany,DEU,1729,zz. Colonizer
Ghana,GHA,1729,Portugal
Grenada,GRD,1729,France
