Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1624,zzz. Not colonized
Algeria,DZA,1624,zzz. Not colonized
Angola,AGO,1624,Portugal
Antigua and Barbuda,ATG,1624,zzz. Not colonized
Argentina,ARG,1624,Spain
Armenia,ARM,1624,zzz. Not colonized
Australia,AUS,1624,zzz. Not colonized
Azerbaijan,AZE,1624,zzz. Not colonized
Bahamas,BHS,1624,zzz. Not colonized
Bahrain,BHR,1624,zzz. Not colonized
Bangladesh,BGD,1624,zzz. Not colonized
Barbados,BRB,1624,zzz. Not colonized
Belgium,BEL,1624,zz. Colonizer
Belize,BLZ,1624,Spain
Benin,BEN,1624,zzz. Not colonized
Bhutan,BTN,1624,zzz. Not colonized
Bolivia,BOL,1624,Spain
Botswana,BWA,1624,zzz. Not colonized
Brazil,BRA,1624,Portugal
Brunei,BRN,1624,zzz. Not colonized
Burkina Faso,BFA,1624,zzz. Not colonized
Burundi,BDI,1624,zzz. Not colonized
Cambodia,KHM,1624,zzz. Not colonized
Cameroon,CMR,1624,zzz. Not colonized
Canada,CAN,1624,France
Cape Verde,CPV,1624,Portugal
Central African Republic,CAF,1624,zzz. Not colonized
Chad,TCD,1624,zzz. Not colonized
Chile,CHL,1624,Spain
China,CHN,1624,zzz. Not colonized
Colombia,COL,1624,Spain
Comoros,COM,1624,zzz. Not colonized
Congo,COG,1624,zzz. Not colonized
Costa Rica,CRI,1624,Spain
Cote d'Ivoire,CIV,1624,zzz. Not colonized
Cuba,CUB,1624,Spain
Democratic Republic of Congo,COD,1624,zzz. Not colonized
Djibouti,DJI,1624,zzz. Not colonized
Dominica,DMA,1624,zzz. Not colonized
Dominican Republic,DOM,1624,Spain
East Timor,TLS,1624,zzz. Not colonized
Ecuador,ECU,1624,Spain
Egypt,EGY,1624,zzz. Not colonized
El Salvador,SLV,1624,Spain
Equatorial Guinea,GNQ,1624,zzz. Not colonized
Eritrea,ERI,1624,zzz. Not colonized
Eswatini,SWZ,1624,zzz. Not colonized
Ethiopia,ETH,1624,zzz. Not colonized
Fiji,FJI,1624,zzz. Not colonized
France,FRA,1624,zz. Colonizer
Gabon,GAB,1624,zzz. Not colonized
Gambia,GMB,1624,zzz. Not colonized
Georgia,GEO,1624,zzz. Not colonized
Germany,DEU,1624,zz. Colonizer
Ghana,GHA,1624,Portugal
Grenada,GRD,1624,zzz. Not colonized
Guatemala,GTM,1624,Spain
Guinea,GIN,1624,zzz. Not colonized
Guinea-Bissau,GNB,1624,zzz. Not colonized
Guyana,GUY,1624,Netherlands
Haiti,HTI,1624,zzz. Not colonized
Honduras,HND,1624,Spain
India,IND,1624,zzz. Not colonized
Indonesia,IDN,1624,Netherlands
Iran,IRN,1624,zzz. Not colonized
Iraq,IRQ,1624,zzz. Not colonized
Israel,ISR,1624,zzz. Not colonized
Italy,ITA,1624,zz. Colonizer
Jamaica,JAM,1624,Spain
Japan,JPN,1624,zzz. Not colonized
Jordan,JOR,1624,zzz. Not colonized
Kazakhstan,KAZ,1624,zzz. Not colonized
Kenya,KEN,1624,zzz. Not colonized
Kiribati,KIR,1624,zzz. Not colonized
Kuwait,KWT,1624,zzz. Not colonized
Kyrgyzstan,KGZ,1624,zzz. Not colonized
Laos,LAO,1624,zzz. Not colonized
Lebanon,LBN,1624,zzz. Not colonized
Lesotho,LSO,1624,zzz. Not colonized
Liberia,LBR,1624,zzz. Not colonized
Libya,LBY,1624,zzz. Not colonized
Madagascar,MDG,1624,zzz. Not colonized
Malawi,MWI,1624,zzz. Not colonized
Malaysia,MYS,1624,Portugal
Maldives,MDV,1624,zzz. Not colonized
Mali,MLI,1624,zzz. Not colonized
Marshall Islands,MHL,1624,zzz. Not colonized
Mauritania,MRT,1624,zzz. Not colonized
Mauritius,MUS,1624,zzz. Not colonized
Mexico,MEX,1624,Spain
Micronesia (country),FSM,1624,zzz. Not colonized
Mongolia,MNG,1624,zzz. Not colonized
Morocco,MAR,1624,zzz. Not colonized
Mozambique,MOZ,1624,zzz. Not colonized
Myanmar,MMR,1624,zzz. Not colonized
Namibia,NAM,1624,zzz. Not colonized
Nauru,NRU,1624,zzz. Not colonized
Nepal,NPL,1624,zzz. Not colonized
Netherlands,NLD,1624,zz. Colonizer
New Zealand,NZL,1624,zzz. Not colonized
Nicaragua,NIC,1624,Spain
Niger,NER,1624,zzz. Not colonized
Nigeria,NGA,1624,zzz. Not colonized
North Korea,PRK,1624,zzz. Not colonized
Oman,OMN,1624,zzz. Not colonized
Pakistan,PAK,1624,zzz. Not colonized
Palau,PLW,1624,zzz. Not colonized
Panama,PAN,1624,Spain
Papua New Guinea,PNG,1624,zzz. Not colonized
Paraguay,PRY,1624,Spain
Peru,PER,1624,Spain
Philippines,PHL,1624,Spain
Portugal,PRT,1624,zz. Colonizer
Qatar,QAT,1624,zzz. Not colonized
Rwanda,RWA,1624,zzz. Not colonized
Saint Kitts and Nevis,KNA,1624,United Kingdom
Saint Lucia,LCA,1624,zzz. Not colonized
Saint Vincent and the Grenadines,VCT,1624,zzz. Not colonized
Samoa,WSM,1624,zzz. Not colonized
Sao Tome and Principe,STP,1624,Portugal
Saudi Arabia,SAU,1624,zzz. Not colonized
Senegal,SEN,1624,zzz. Not colonized
Seychelles,SYC,1624,zzz. Not colonized
Sierra Leone,SLE,1624,zzz. Not colonized
Singapore,SGP,1624,zzz. Not colonized
Solomon Islands,SLB,1624,zzz. Not colonized
Somalia,SOM,1624,zzz. Not colonized
South Africa,ZAF,1624,zzz. Not colonized
South Korea,KOR,1624,zzz. Not colonized
South Sudan,SSD,1624,zzz. Not colonized
Spain,ESP,1624,zz. Colonizer
Sri Lanka,LKA,1624,Portugal
Sudan,SDN,1624,zzz. Not colonized
Suriname,SUR,1624,zzz. Not colonized
Syria,SYR,1624,zzz. Not colonized
Taiwan,TWN,1624,zzz. Not colonized
Tajikistan,TJK,1624,zzz. Not colonized
Tanzania,TZA,1624,zzz. Not colonized
Thailand,THA,1624,zzz. Not colonized
Togo,TGO,1624,zzz. Not colonized
Tonga,TON,1624,zzz. Not colonized
Trinidad and Tobago,TTO,1624,Spain
Tunisia,TUN,1624,zzz. Not colonized
Turkey,TUR,1624,zzz. Not colonized
Turkmenistan,TKM,1624,zzz. Not colonized
Tuvalu,TUV,1624,zzz. Not colonized
Uganda,UGA,1624,zzz. Not colonized
United Arab Emirates,ARE,1624,zzz. Not colonized
United Kingdom,GBR,1624,zz. Colonizer
United States,USA,1624,United Kingdom
Uruguay,URY,1624,zzz. Not colonized
Uzbekistan,UZB,1624,zzz. Not colonized
Vanuatu,VUT,1624,zzz. Not colonized
Venezuela,VEN,1624,Spain
Vietnam,VNM,1624,zzz. Not colonized
Yemen,YEM,1624,zzz. Not colonized
Zambia,ZMB,1624,zzz. Not colonized
Zimbabwe,ZWE,1624,zzz. Not colonized
