Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1935,zzz. Not colonized
Algeria,DZA,1935,France
Angola,AGO,1935,Portugal
Antigua and Barbuda,ATG,1935,United Kingdom
Argentina,ARG,1935,zzzz. No longer colonized
Armenia,ARM,1935,zzz. Not colonized
Australia,AUS,1935,zzzz. No longer colonized
Azerbaijan,AZE,1935,zzz. Not colonized
Bahamas,BHS,1935,United Kingdom
Bahrain,BHR,1935,United Kingdom
Bangladesh,BGD,1935,United Kingdom
Barbados,BRB,1935,United Kingdom
Belgium,BEL,1935,zz. Colonizer
Belize,BLZ,1935,United Kingdom
Benin,BEN,1935,France
Bhutan,BTN,1935,United Kingdom
Bolivia,BOL,1935,zzzz. No longer colonized
Botswana,BWA,1935,United Kingdom
Brazil,BRA,1935,zzzz. No longer colonized
Brunei,BRN,1935,United Kingdom
Burkina Faso,BFA,1935,France
Burundi,BDI,1935,Belgium
Cambodia,KHM,1935,France
Cameroon,CMR,1935,France
Canada,CAN,1935,zzzz. No longer colonized
Cape Verde,CPV,1935,Portugal
Central African Republic,CAF,1935,France
Chad,TCD,1935,France
Chile,CHL,1935,zzzz. No longer colonized
China,CHN,1935,zzz. Not colonized
Colombia,COL,1935,zzzz. No longer colonized
Comoros,COM,1935,France
Congo,COG,1935,France
Costa Rica,CRI,1935,zzzz. No longer colonized
Cote d'Ivoire,CIV,1935,France
Cuba,CUB,1935,zzzz. No longer colonized
Cyprus,CYP,1935,United Kingdom
Democratic Republic of Congo,COD,1935,Belgium
Djibouti,DJI,1935,France
Dominica,DMA,1935,United Kingdom
Dominican Republic,DOM,1935,zzzz. No longer colonized
East Timor,TLS,1935,Portugal
Ecuador,ECU,1935,zzzz. No longer colonized
Egypt,EGY,1935,United Kingdom
El Salvador,SLV,1935,zzzz. No longer colonized
Equatorial Guinea,GNQ,1935,Spain
Eritrea,ERI,1935,Italy
Eswatini,SWZ,1935,United Kingdom
Ethiopia,ETH,1935,zzz. Not colonized
Fiji,FJI,1935,United Kingdom
France,FRA,1935,zz. Colonizer
Gabon,GAB,1935,France
Gambia,GMB,1935,United Kingdom
Georgia,GEO,1935,zzz. Not colonized
Germany,DEU,1935,zz. Colonizer
Ghana,GHA,1935,United Kingdom
Grenada,GRD,1935,United Kingdom
Guatemala,GTM,1935,zzzz. No longer colonized
Guinea,GIN,1935,France
Guinea-Bissau,GNB,1935,Portugal
Guyana,GUY,1935,United Kingdom
Haiti,HTI,1935,zzzz. No longer colonized
Honduras,HND,1935,zzzz. No longer colonized
India,IND,1935,United Kingdom
Indonesia,IDN,1935,Netherlands
Iran,IRN,1935,zzz. Not colonized
Iraq,IRQ,1935,zzzz. No longer colonized
Israel,ISR,1935,United Kingdom
Italy,ITA,1935,zz. Colonizer
Jamaica,JAM,1935,United Kingdom
Japan,JPN,1935,zzz. Not colonized
Jordan,JOR,1935,United Kingdom
Kazakhstan,KAZ,1935,zzz. Not colonized
Kenya,KEN,1935,United Kingdom
Kiribati,KIR,1935,United Kingdom
Kuwait,KWT,1935,United Kingdom
Kyrgyzstan,KGZ,1935,zzz. Not colonized
Laos,LAO,1935,France
Lebanon,LBN,1935,France
Lesotho,LSO,1935,United Kingdom
Liberia,LBR,1935,zzz. Not colonized
Libya,LBY,1935,Italy
Madagascar,MDG,1935,France
Malawi,MWI,1935,United Kingdom
Malaysia,MYS,1935,United Kingdom
Maldives,MDV,1935,United Kingdom
Mali,MLI,1935,France
Marshall Islands,MHL,1935,zzzz. No longer colonized
Mauritania,MRT,1935,France
Mauritius,MUS,1935,United Kingdom
Mexico,MEX,1935,zzzz. No longer colonized
Micronesia (country),FSM,1935,zzzz. No longer colonized
Mongolia,MNG,1935,zzz. Not colonized
Morocco,MAR,1935,z. Multiple colonizers
Mozambique,MOZ,1935,Portugal
Myanmar,MMR,1935,United Kingdom
Namibia,NAM,1935,zzzz. No longer colonized
Nauru,NRU,1935,United Kingdom
Nepal,NPL,1935,zzz. Not colonized
Netherlands,NLD,1935,zz. Colonizer
New Zealand,NZL,1935,zzzz. No longer colonized
Nicaragua,NIC,1935,zzzz. No longer colonized
Niger,NER,1935,France
Nigeria,NGA,1935,United Kingdom
North Korea,PRK,1935,zzz. Not colonized
Oman,OMN,1935,zzz. Not colonized
Pakistan,PAK,1935,United Kingdom
Palau,PLW,1935,zzzz. No longer colonized
Panama,PAN,1935,zzzz. No longer colonized
Papua New Guinea,PNG,1935,zzzz. No longer colonized
Paraguay,PRY,1935,zzzz. No longer colonized
Peru,PER,1935,zzzz. No longer colonized
Philippines,PHL,1935,zzzz. No longer colonized
Portugal,PRT,1935,zz. Colonizer
Qatar,QAT,1935,United Kingdom
Rwanda,RWA,1935,Belgium
Saint Kitts and Nevis,KNA,1935,United Kingdom
Saint Lucia,LCA,1935,United Kingdom
Saint Vincent and the Grenadines,VCT,1935,United Kingdom
Samoa,WSM,1935,zzzz. No longer colonized
Sao Tome and Principe,STP,1935,Portugal
Saudi Arabia,SAU,1935,zzz. Not colonized
Senegal,SEN,1935,France
Seychelles,SYC,1935,United Kingdom
Sierra Leone,SLE,1935,United Kingdom
Singapore,SGP,1935,United Kingdom
