Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1587,zzz. Not colonized
Algeria,DZA,1587,zzz. Not colonized
Angola,AGO,1587,Portugal
Antigua and Barbuda,ATG,1587,zzz. Not colonized
Argentina,ARG,1587,Spain
Armenia,ARM,1587,zzz. Not colonized
Australia,AUS,1587,zzz. Not colonized
Azerbaijan,AZE,1587,zzz. Not colonized
Bahamas,BHS,1587,zzz. Not colonized
Bahrain,BHR,1587,zzz. Not colonized
Bangladesh,BGD,1587,zzz. Not colonized
Barbados,BRB,1587,zzz. Not colonized
Belgium,BEL,1587,zz. Colonizer
Belize,BLZ,1587,Spain
Benin,BEN,1587,zzz. Not colonized
Bhutan,BTN,1587,zzz. Not colonized
Bolivia,BOL,1587,Spain
Botswana,BWA,1587,zzz. Not colonized
Brazil,BRA,1587,Portugal
Brunei,BRN,1587,zzz. Not colonized
Burkina Faso,BFA,1587,zzz. Not colonized
Burundi,BDI,1587,zzz. Not colonized
Cambodia,KHM,1587,zzz. Not colonized
Cameroon,CMR,1587,zzz. Not colonized
Canada,CAN,1587,zzz. Not colonized
Cape Verde,CPV,1587,Portugal
Central African Republic,CAF,1587,zzz. Not colonized
Chad,TCD,1587,zzz. Not colonized
Chile,CHL,1587,Spain
China,CHN,1587,zzz. Not colonized
Colombia,COL,1587,Spain
Comoros,COM,1587,zzz. Not colonized
Congo,COG,1587,zzz. Not colonized
Costa Rica,CRI,1587,Spain
Cote d'Ivoire,CIV,1587,zzz. Not colonized
Cuba,CUB,1587,Spain
Democratic Republic of Congo,COD,1587,zzz. Not colonized
Djibouti,DJI,1587,zzz. Not colonized
Dominica,DMA,1587,zzz. Not colonized
Dominican Republic,DOM,1587,Spain
East Timor,TLS,1587,zzz. Not colonized
Ecuador,ECU,1587,Spain
Egypt,EGY,1587,zzz. Not colonized
El Salvador,SLV,1587,Spain
Equatorial Guinea,GNQ,1587,zzz. Not colonized
Eritrea,ERI,1587,zzz. Not colonized
Eswatini,SWZ,1587,zzz. Not colonized
Ethiopia,ETH,1587,zzz. Not colonized
Fiji,FJI,1587,zzz. Not colonized
France,FRA,1587,zz. Colonizer
Gabon,GAB,1587,zzz. Not colonized
Gambia,GMB,1587,zzz. Not colonized
Georgia,GEO,1587,zzz. Not colonized
Germany,DEU,1587,zz. Colonizer
Ghana,GHA,1587,Portugal
Grenada,GRD,1587,zzz. Not colonized
Guatemala,GTM,1587,Spain
Guinea,GIN,1587,zzz. Not colonized
Guinea-Bissau,GNB,1587,zzz. Not colonized
Guyana,GUY,1587,Netherlands
Haiti,HTI,1587,zzz. Not colonized
Honduras,HND,1587,Spain
India,IND,1587,zzz. Not colonized
Indonesia,IDN,1587,zzz. Not colonized
Iran,IRN,1587,zzz. Not colonized
Iraq,IRQ,1587,zzz. Not colonized
Israel,ISR,1587,zzz. Not colonized
Italy,ITA,1587,zz. Colonizer
Jamaica,JAM,1587,Spain
Japan,JPN,1587,zzz. Not colonized
Jordan,JOR,1587,zzz. Not colonized
Kazakhstan,KAZ,1587,zzz. Not colonized
Kenya,KEN,1587,zzz. Not colonized
Kiribati,KIR,1587,zzz. Not colonized
Kuwait,KWT,1587,zzz. Not colonized
Kyrgyzstan,KGZ,1587,zzz. Not colonized
Laos,LAO,1587,zzz. Not colonized
Lebanon,LBN,1587,zzz. Not colonized
Lesotho,LSO,1587,zzz. Not colonized
Liberia,LBR,1587,zzz. Not colonized
Libya,LBY,1587,zzz. Not colonized
Madagascar,MDG,1587,zzz. Not colonized
Malawi,MWI,1587,zzz. Not colonized
Malaysia,MYS,1587,Portugal
Maldives,MDV,1587,zzz. Not colonized
Mali,MLI,1587,zzz. Not colonized
Marshall Islands,MHL,1587,zzz. Not colonized
Mauritania,MRT,1587,zzz. Not colonized
Mauritius,MUS,1587,zzz. Not colonized
Mexico,MEX,1587,Spain
Micronesia (country),FSM,1587,zzz. Not colonized
Mongolia,MNG,1587,zzz. Not colonized
Morocco,MAR,1587,zzz. Not colonized
Mozambique,MOZ,1587,zzz. Not colonized
Myanmar,MMR,1587,zzz. Not colonized
Namibia,NAM,1587,zzz. Not colonized
Nauru,NRU,1587,zzz. Not colonized
Nepal,NPL,1587,zzz. Not colonized
Netherlands,NLD,1587,zz. Colonizer
New Zealand,NZL,1587,zzz. Not colonized
Nicaragua,NIC,1587,Spain
Niger,NER,1587,zzz. Not colonized
Nigeria,NGA,1587,zzz. Not colonized
North Korea,PRK,1587,zzz. Not colonized
Oman,OMN,1587,zzz. Not colonized
Pakistan,PAK,1587,zzz. Not colonized
Palau,PLW,1587,zzz. Not colonized
Panama,PAN,1587,Spain
Papua New Guinea,PNG,1587,zzz. Not colonized
Paraguay,PRY,1587,Spain
Peru,PER,1587,Spain
Philippines,PHL,1587,Spain
Portugal,PRT,1587,zz. Colonizer
Qatar,QAT,1587,zzz. Not colonized
Rwanda,RWA,1587,zzz. Not colonized
Saint Kitts and Nevis,KNA,1587,zzz. Not colonized
Saint Lucia,LCA,1587,zzz. Not colonized
Saint Vincent and the Grenadines,VCT,1587,zzz. Not colonized
Samoa,WSM,1587,zzz. Not colonized
Sao Tome and Principe,STP,1587,Portugal
Saudi Arabia,SAU,1587,zzz. Not colonized
Senegal,SEN,1587,zzz. Not colonized
Seychelles,SYC,1587,zzz. Not colonized
Sierra Leone,SLE,1587,zzz. Not colonized
Singapore,SGP,1587,zzz. Not colonized
Solomon Islands,SLB,1587,zzz. Not colonized
Somalia,SOM,1587,zzz. Not colonized
South Africa,ZAF,1587,zzz. Not colonized
South Korea,KOR,1587,zzz. Not colonized
South Sudan,SSD,1587,zzz. Not colonized
Spain,ESP,1587,zz. Colonizer
Sri Lanka,LKA,1587,zzz. Not colonized
Sudan,SDN,1587,zzz. Not colonized
Suriname,SUR,1587,zzz. Not colonized
Syria,SYR,1587,zzz. Not colonized
Taiwan,TWN,1587,zzz. Not colonized
Tajikistan,TJK,1587,zzz. Not colonized
Tanzania,TZA,1587,zzz. Not colonized
Thailand,THA,1587,zzz. Not colonized
Togo,TGO,1587,zzz. Not colonized
Tonga,TON,1587,zzz. Not colonized
Trinidad and Tobago,TTO,1587,zzz. Not colonized
Tunisia,TUN,1587,zzz. Not colonized
Turkey,TUR,1587,zzz. Not colonized
Turkmenistan,TKM,1587,zzz. Not colonized
Tuvalu,TUV,1587,zzz. Not colonized
Uganda,UGA,1587,zzz. Not colonized
United Arab Emirates,ARE,1587,zzz. Not colonized
United Kingdom,GBR,1587,zz. Colonizer
United States,USA,1587,zzz. Not colonized
Uruguay,URY,1587,zzz. Not colonized
Uzbekistan,UZB,1587,zzz. Not colonized
Vanuatu,VUT,1587,zzz. Not colonized
Venezuela,VEN,1587,Spain
Vietnam,VNM,1587,zzz. Not colonized
Yemen,YEM,1587,zzz. Not colonized
Zambia,ZMB,1587,zzz. Not colonized
Zimbabwe,ZWE,1587,zzz. Not colonized
