Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1688,zzz. Not colonized
Algeria,DZA,1688,zzz. Not colonized
Angola,AGO,1688,Portugal
Antigua and Barbuda,ATG,1688,United Kingdom
Argentina,ARG,1688,Spain
Armenia,ARM,1688,zzz. Not colonized
Australia,AUS,1688,zzz. Not colonized
Azerbaijan,AZE,1688,zzz. Not colonized
Bahamas,BHS,1688,zzz. Not colonized
Bahrain,BHR,1688,zzz. Not colonized
Bangladesh,BGD,1688,zzz. Not colonized
Barbados,BRB,1688,United Kingdom
Belgium,BEL,1688,zz. Colonizer
Belize,BLZ,1688,Spain
Benin,BEN,1688,zzz. Not colonized
Bhutan,BTN,1688,zzz. Not colonized
Bolivia,BOL,1688,Spain
Botswana,BWA,1688,zzz. Not colonized
Brazil,BRA,1688,Portugal
Brunei,BRN,1688,zzz. Not colonized
Burkina Faso,BFA,1688,zzz. Not colonized
Burundi,BDI,1688,zzz. Not colonized
Cambodia,KHM,1688,zzz. Not colonized
Cameroon,CMR,1688,zzz. Not colonized
Canada,CAN,1688,France
Cape Verde,CPV,1688,Portugal
Central African Republic,CAF,1688,zzz. Not colonized
Chad,TCD,1688,zzz. Not colonized
Chile,CHL,1688,Spain
China,CHN,1688,zzz. Not colonized
Colombia,COL,1688,Spain
Comoros,COM,1688,zzz. Not colonized
Congo,COG,1688,zzz. Not colonized
Costa Rica,CRI,1688,Spain
Cote d'Ivoire,CIV,1688,zzz. Not colonized
Cuba,CUB,1688,Spain
Democratic Republic of Congo,COD,1688,zzz. Not colonized
Djibouti,DJI,1688,zzz. Not colonized
Dominica,DMA,1688,France
Dominican Republic,DOM,1688,Spain
East Timor,TLS,1688,Portugal
Ecuador,ECU,1688,Spain
Egypt,EGY,1688,zzz. Not colonized
El Salvador,SLV,1688,Spain
Equatorial Guinea,GNQ,1688,zzz. Not colonized
Eritrea,ERI,1688,zzz. Not colonized
Eswatini,SWZ,1688,zzz. Not colonized
Ethiopia,ETH,1688,zzz. Not colonized
