Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1492,zzz. Not colonized
Algeria,DZA,1492,zzz. Not colonized
Angola,AGO,1492,zzz. Not colonized
Antigua and Barbuda,ATG,1492,zzz. Not colonized
Argentina,ARG,1492,zzz. Not colonized
Armenia,ARM,1492,zzz. Not colonized
Australia,AUS,1492,zzz. Not colonized
Azerbaijan,AZE,1492,zzz. Not colonized
Bahamas,BHS,1492,zzz. Not colonized
Bahrain,BHR,1492,zzz. Not colonized
Bangladesh,BGD,1492,zzz. Not colonized
Barbados,BRB,1492,zzz. Not colonized
Belgium,BEL,1492,zz. Colonizer
Belize,BLZ,1492,zzz. Not colonized
Benin,BEN,1492,zzz. Not colonized
Bhutan,BTN,1492,zzz. Not colonized
Bolivia,BOL,1492,zzz. Not colonized
Botswana,BWA,1492,zzz. Not colonized
Brazil,BRA,1492,zzz. Not colonized
Brunei,BRN,1492,zzz. Not colonized
Burkina Faso,BFA,1492,zzz. Not colonized
Burundi,BDI,1492,zzz. Not colonized
Cambodia,KHM,1492,zzz. Not colonized
Cameroon,CMR,1492,zzz. Not colonized
Canada,CAN,1492,zzz. Not colonized
Cape Verde,CPV,1492,Portugal
Central African Republic,CAF,1492,zzz. Not colonized
Chad,TCD,1492,zzz. Not colonized
Chile,CHL,1492,zzz. Not colonized
China,CHN,1492,zzz. Not colonized
Colombia,COL,1492,zzz. Not colonized
Comoros,COM,1492,zzz. Not colonized
Congo,COG,1492,zzz. Not colonized
Costa Rica,CRI,1492,zzz. Not colonized
Cote d'Ivoire,CIV,1492,zzz. Not colonized
Cuba,CUB,1492,zzz. Not colonized
Democratic Republic of Congo,COD,1492,zzz. Not colonized
Djibouti,DJI,1492,zzz. Not colonized
Dominica,DMA,1492,zzz. Not colonized
Dominican Republic,DOM,1492,zzz. Not colonized
East Timor,TLS,1492,zzz. Not colonized
Ecuador,ECU,1492,zzz. Not colonized
Egypt,EGY,1492,zzz. Not colonized
El Salvador,SLV,1492,zzz. Not colonized
Equatorial Guinea,GNQ,1492,zzz. Not colonized
Eritrea,ERI,1492,zzz. Not colonized
Eswatini,SWZ,1492,zzz. Not colonized
Ethiopia,ETH,1492,zzz. Not colonized
Fiji,FJI,1492,zzz. Not colonized
France,FRA,1492,zz. Colonizer
Gabon,GAB,1492,zzz. Not colonized
Gambia,GMB,1492,zzz. Not colonized
Georgia,GEO,1492,zzz. Not colonized
Germany,DEU,1492,zz. Colonizer
Ghana,GHA,1492,Portugal
Grenada,GRD,1492,zzz. Not colonized
Guatemala,GTM,1492,zzz. Not colonized
Guinea,GIN,1492,zzz. Not colonized
Guinea-Bissau,GNB,1492,zzz. Not colonized
Guyana,GUY,1492,zzz. Not colonized
Haiti,HTI,1492,zzz. Not colonized
Honduras,HND,1492,zzz. Not colonized
India,IND,1492,zzz. Not colonized
Indonesia,IDN,1492,zzz. Not colonized
Iran,IRN,1492,zzz. Not colonized
Iraq,IRQ,1492,zzz. Not colonized
Israel,ISR,1492,zzz. Not colonized
Italy,ITA,1492,zz. Colonizer
Jamaica,JAM,1492,zzz. Not colonized
Japan,JPN,1492,zzz. Not colonized
Jordan,JOR,1492,zzz. Not colonized
Kazakhstan,KAZ,1492,zzz. Not colonized
Kenya,KEN,1492,zzz. Not colonized
Kiribati,KIR,1492,zzz. Not colonized
Kuwait,KWT,1492,zzz. Not colonized
Kyrgyzstan,KGZ,1492,zzz. Not colonized
Laos,LAO,1492,zzz. Not colonized
Lebanon,LBN,1492,zzz. Not colonized
Lesotho,LSO,1492,zzz. Not colonized
Liberia,LBR,1492,zzz. Not colonized
Libya,LBY,1492,zzz. Not colonized
Madagascar,MDG,1492,zzz. Not colonized
Malawi,MWI,1492,zzz. Not colonized
Malaysia,MYS,1492,zzz. Not colonized
Maldives,MDV,1492,zzz. Not colonized
Mali,MLI,1492,zzz. Not colonized
Marshall Islands,MHL,1492,zzz. Not colonized
Mauritania,MRT,1492,zzz. Not colonized
Mauritius,MUS,1492,zzz. Not colonized
Mexico,MEX,1492,zzz. Not colonized
Micronesia (country),FSM,1492,zzz. Not colonized
Mongolia,MNG,1492,zzz. Not colonized
Morocco,MAR,1492,zzz. Not colonized
Mozambique,MOZ,1492,zzz. Not colonized
Myanmar,MMR,1492,zzz. Not colonized
Namibia,NAM,1492,zzz. Not colonized
Nauru,NRU,1492,zzz. Not colonized
Nepal,NPL,1492,zzz. Not colonized
Netherlands,NLD,1492,zz. Colonizer
New Zealand,NZL,1492,zzz. Not colonized
Nicaragua,NIC,1492,zzz. Not colonized
Niger,NER,1492,zzz. Not colonized
Nigeria,NGA,1492,zzz. Not colonized
North Korea,PRK,1492,zzz. Not colonized
Oman,OMN,1492,zzz. Not colonized
Pakistan,PAK,1492,zzz. Not colonized
Palau,PLW,1492,zzz. Not colonized
Panama,PAN,1492,zzz. Not colonized
Papua New Guinea,PNG,1492,zzz. Not colonized
Paraguay,PRY,1492,zzz. Not colonized
Peru,PER,1492,zzz. Not colonized
Philippines,PHL,1492,zzz. Not colonized
Portugal,PRT,1492,zz. Colonizer
Qatar,QAT,1492,zzz. Not colonized
Rwanda,RWA,1492,zzz. Not colonized
Saint Kitts and Nevis,KNA,1492,zzz. Not colonized
Saint Lucia,LCA,1492,zzz. Not colonized
Saint Vincent and the Grenadines,VCT,1492,zzz. Not colonized
Samoa,WSM,1492,zzz. Not colonized
Sao Tome and Principe,STP,1492,zzz. Not colonized
Saudi Arabia,SAU,1492,zzz. Not colonized
Senegal,SEN,1492,zzz. Not colonized
Seychelles,SYC,1492,zzz. Not colonized
Sierra Leone,SLE,1492,zzz. Not colonized
Singapore,SGP,1492,zzz. Not colonized
Solomon Islands,SLB,1492,zzz. Not colonized
Somalia,SOM,1492,zzz. Not colonized
South Africa,ZAF,1492,zzz. Not colonized
South Korea,KOR,1492,zzz. Not colonized
South Sudan,SSD,1492,zzz. Not colonized
Spain,ESP,1492,zz. Colonizer
Sri Lanka,LKA,1492,zzz. Not colonized
Sudan,SDN,1492,zzz. Not colonized
Suriname,SUR,1492,zzz. Not colonized
Syria,SYR,1492,zzz. Not colonized
Taiwan,TWN,1492,zzz. Not colonized
Tajikistan,TJK,1492,zzz. Not colonized
Tanzania,TZA,1492,zzz. Not colonized
Thailand,THA,1492,zzz. Not colonized
Togo,TGO,1492,zzz. Not colonized
