Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1837,zzz. Not colonized
Algeria,DZA,1837,zzz. Not colonized
Angola,AGO,1837,Portugal
Antigua and Barbuda,ATG,1837,United Kingdom
Argentina,ARG,1837,zzzz. No longer colonized
Armenia,ARM,1837,zzz. Not colonized
Australia,AUS,1837,United Kingdom
Azerbaijan,AZE,1837,zzz. Not colonized
Bahamas,BHS,1837,United Kingdom
Bahrain,BHR,1837,zzz. Not colonized
Bangladesh,BGD,1837,zzz. Not colonized
Barbados,BRB,1837,United Kingdom
Belgium,BEL,1837,zz. Colonizer
Belize,BLZ,1837,z. Multiple colonizers
Benin,BEN,1837,zzz. Not colonized
Bhutan,BTN,1837,zzz. Not colonized
Bolivia,BOL,1837,zzzz. No longer colonized
Botswana,BWA,1837,zzz. Not colonized
Brazil,BRA,1837,zzzz. No longer colonized
Brunei,BRN,1837,zzz. Not colonized
Burkina Faso,BFA,1837,zzz. Not colonized
Burundi,BDI,1837,zzz. Not colonized
Cambodia,KHM,1837,zzz. Not colonized
Cameroon,CMR,1837,zzz. Not colonized
Canada,CAN,1837,United Kingdom
Cape Verde,CPV,1837,Portugal
Central African Republic,CAF,1837,zzz. Not colonized
Chad,TCD,1837,zzz. Not colonized
Chile,CHL,1837,zzzz. No longer colonized
China,CHN,1837,zzz. Not colonized
Colombia,COL,1837,zzzz. No longer colonized
Comoros,COM,1837,zzz. Not colonized
Congo,COG,1837,zzz. Not colonized
Costa Rica,CRI,1837,zzzz. No longer colonized
Cote d'Ivoire,CIV,1837,zzz. Not colonized
Cuba,CUB,1837,Spain
Democratic Republic of Congo,COD,1837,zzz. Not colonized
Djibouti,DJI,1837,zzz. Not colonized
Dominica,DMA,1837,United Kingdom
Dominican Republic,DOM,1837,Spain
East Timor,TLS,1837,Portugal
Ecuador,ECU,1837,zzzz. No longer colonized
Egypt,EGY,1837,zzz. Not colonized
El Salvador,SLV,1837,zzzz. No longer colonized
Equatorial Guinea,GNQ,1837,United Kingdom
Eritrea,ERI,1837,zzz. Not colonized
Eswatini,SWZ,1837,zzz. Not colonized
Ethiopia,ETH,1837,zzz. Not colonized
Fiji,FJI,1837,zzz. Not colonized
France,FRA,1837,zz. Colonizer
Gabon,GAB,1837,zzz. Not colonized
Gambia,GMB,1837,zzz. Not colonized
Georgia,GEO,1837,zzz. Not colonized
Germany,DEU,1837,zz. Colonizer
Ghana,GHA,1837,zzzz. No longer colonized
Grenada,GRD,1837,United Kingdom
Guatemala,GTM,1837,zzzz. No longer colonized
Guinea,GIN,1837,zzz. Not colonized
Guinea-Bissau,GNB,1837,zzz. Not colonized
Guyana,GUY,1837,United Kingdom
Haiti,HTI,1837,zzzz. No longer colonized
Honduras,HND,1837,zzzz. No longer colonized
India,IND,1837,zzz. Not colonized
Indonesia,IDN,1837,Netherlands
Iran,IRN,1837,zzz. Not colonized
Iraq,IRQ,1837,zzz. Not colonized
Israel,ISR,1837,zzz. Not colonized
Italy,ITA,1837,zz. Colonizer
Jamaica,JAM,1837,United Kingdom
Japan,JPN,1837,zzz. Not colonized
Jordan,JOR,1837,zzz. Not colonized
Kazakhstan,KAZ,1837,zzz. Not colonized
Kenya,KEN,1837,zzz. Not colonized
Kiribati,KIR,1837,zzz. Not colonized
Kuwait,KWT,1837,zzz. Not colonized
Kyrgyzstan,KGZ,1837,zzz. Not colonized
Laos,LAO,1837,zzz. Not colonized
Lebanon,LBN,1837,zzz. Not colonized
Lesotho,LSO,1837,zzz. Not colonized
Liberia,LBR,1837,zzz. Not colonized
Libya,LBY,1837,zzz. Not colonized
Madagascar,MDG,1837,zzz. Not colonized
Malawi,MWI,1837,zzz. Not colonized
Malaysia,MYS,1837,zzzz. No longer colonized
Maldives,MDV,1837,zzz. Not colonized
Mali,MLI,1837,zzz. Not colonized
Marshall Islands,MHL,1837,zzz. Not colonized
Mauritania,MRT,1837,zzz. Not colonized
Mauritius,MUS,1837,United Kingdom
Mexico,MEX,1837,zzzz. No longer colonized
Micronesia (country),FSM,1837,Spain
Mongolia,MNG,1837,zzz. Not colonized
Morocco,MAR,1837,zzz. Not colonized
Mozambique,MOZ,1837,zzz. Not colonized
Myanmar,MMR,1837,zzz. Not colonized
Namibia,NAM,1837,zzz. Not colonized
