Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1993,zzz. Not colonized
Algeria,DZA,1993,zzzz. No longer colonized
Angola,AGO,1993,zzzz. No longer colonized
Antigua and Barbuda,ATG,1993,zzzz. No longer colonized
Argentina,ARG,1993,zzzz. No longer colonized
Armenia,ARM,1993,zzz. Not colonized
Australia,AUS,1993,zzzz. No longer colonized
Azerbaijan,AZE,1993,zzz. Not colonized
Bahamas,BHS,1993,zzzz. No longer colonized
Bahrain,BHR,1993,zzzz. No longer colonized
Bangladesh,BGD,1993,zzzz. No longer colonized
Barbados,BRB,1993,zzzz. No longer colonized
Belgium,BEL,1993,zz. Colonizer
Belize,BLZ,1993,zzzz. No longer colonized
Benin,BEN,1993,zzzz. No longer colonized
Bhutan,BTN,1993,zzzz. No longer colonized
Bolivia,BOL,1993,zzzz. No longer colonized
Botswana,BWA,1993,zzzz. No longer colonized
Brazil,BRA,1993,zzzz. No longer colonized
Brunei,BRN,1993,zzzz. No longer colonized
Burkina Faso,BFA,1993,zzzz. No longer colonized
Burundi,BDI,1993,zzzz. No longer colonized
Cambodia,KHM,1993,zzzz. No longer colonized
Cameroon,CMR,1993,zzzz. No longer colonized
Canada,CAN,1993,zzzz. No longer colonized
Cape Verde,CPV,1993,zzzz. No longer colonized
Central African Republic,CAF,1993,zzzz. No longer colonized
Chad,TCD,1993,zzzz. No longer colonized
Chile,CHL,1993,zzzz. No longer colonized
China,CHN,1993,zzz. Not colonized
Colombia,COL,1993,zzzz. No longer colonized
Comoros,COM,1993,zzzz. No longer colonized
Congo,COG,1993,zzzz. No longer colonized
Costa Rica,CRI,1993,zzzz. No longer colonized
Cote d'Ivoire,CIV,1993,zzzz. No longer colonized
Cuba,CUB,1993,zzzz. No longer colonized
Cyprus,CYP,1993,zzzz. No longer colonized
Democratic Republic of Congo,COD,1993,zzzz. No longer colonized
Djibouti,DJI,1993,zzzz. No longer colonized
Dominica,DMA,1993,zzzz. No longer colonized
Dominican Republic,DOM,1993,zzzz. No longer colonized
East Timor,TLS,1993,zzzz. No longer colonized
Ecuador,ECU,1993,zzzz. No longer colonized
Egypt,EGY,1993,zzzz. No longer colonized
El Salvador,SLV,1993,zzzz. No longer colonized
Equatorial Guinea,GNQ,1993,zzzz. No longer colonized
Eritrea,ERI,1993,zzzz. No longer colonized
Eswatini,SWZ,1993,zzzz. No longer colonized
Ethiopia,ETH,1993,zzz. Not colonized
Fiji,FJI,1993,zzzz. No longer colonized
France,FRA,1993,zz. Colonizer
Gabon,GAB,1993,zzzz. No longer colonized
Gambia,GMB,1993,zzzz. No longer colonized
Georgia,GEO,1993,zzz. Not colonized
Germany,DEU,1993,zz. Colonizer
Ghana,GHA,1993,zzzz. No longer colonized
Grenada,GRD,1993,zzzz. No longer colonized
Guatemala,GTM,1993,zzzz. No longer colonized
Guinea,GIN,1993,zzzz. No longer colonized
Guinea-Bissau,GNB,1993,zzzz. No longer colonized
Guyana,GUY,1993,zzzz. No longer colonized
Haiti,HTI,1993,zzzz. No longer colonized
Honduras,HND,1993,zzzz. No longer colonized
India,IND,1993,zzzz. No longer colonized
Indonesia,IDN,1993,zzzz. No longer colonized
Iran,IRN,1993,zzz. Not colonized
Iraq,IRQ,1993,zzzz. No longer colonized
Israel,ISR,1993,zzzz. No longer colonized
Italy,ITA,1993,zz. Colonizer
Jamaica,JAM,1993,zzzz. No longer colonized
Japan,JPN,1993,zzz. Not colonized
Jordan,JOR,1993,zzzz. No longer colonized
Kazakhstan,KAZ,1993,zzz. Not colonized
Kenya,KEN,1993,zzzz. No longer colonized
Kiribati,KIR,1993,zzzz. No longer colonized
Kuwait,KWT,1993,zzzz. No longer colonized
Kyrgyzstan,KGZ,1993,zzz. Not colonized
Laos,LAO,1993,zzzz. No longer colonized
Lebanon,LBN,1993,zzzz. No longer colonized
Lesotho,LSO,1993,zzzz. No longer colonized
Liberia,LBR,1993,zzz. Not colonized
Libya,LBY,1993,zzzz. No longer colonized
