Entity,Code,Year,colonizer_grouped
Afghanistan,AFG,1515,zzz. Not colonized
Algeria,DZA,1515,zzz. Not colonized
Angola,AGO,1515,zzz. Not colonized
Antigua and Barbuda,ATG,1515,zzz. Not colonized
Argentina,ARG,1515,zzz. Not colonized
Armenia,ARM,1515,zzz. Not colonized
Australia,AUS,1515,zzz. Not colonized
Azerbaijan,AZE,1515,zzz. Not colonized
Bahamas,BHS,1515,zzz. Not colonized
Bahrain,BHR,1515,zzz. Not colonized
Bangladesh,BGD,1515,zzz. Not colonized
Barbados,BRB,1515,zzz. Not colonized
Belgium,BEL,1515,zz. Colonizer
Belize,BLZ,1515,zzz. Not colonized
Benin,BEN,1515,zzz. Not colonized
Bhutan,BTN,1515,zzz. Not colonized
Bolivia,BOL,1515,zzz. Not colonized
Botswana,BWA,1515,zzz. Not colonized
Brazil,BRA,1515,zzz. Not colonized
Brunei,BRN,1515,zzz. Not colonized
Burkina Faso,BFA,1515,zzz. Not colonized
Burundi,BDI,1515,zzz. Not colonized
Cambodia,KHM,1515,zzz. Not colonized
Cameroon,CMR,1515,zzz. Not colonized
Canada,CAN,1515,zzz. Not colonized
Cape Verde,CPV,1515,Portugal
Central African Republic,CAF,1515,zzz. Not colonized
Chad,TCD,1515,zzz. Not colonized
Chile,CHL,1515,zzz. Not colonized
China,CHN,1515,zzz. Not colonized
Colombia,COL,1515,zzz. Not colonized
Comoros,COM,1515,zzz. Not colonized
Congo,COG,1515,zzz. Not colonized
Costa Rica,CRI,1515,zzz. Not colonized
Cote d'Ivoire,CIV,1515,zzz. Not colonized
Cuba,CUB,1515,Spain
Democratic Republic of Congo,COD,1515,zzz. Not colonized
Djibouti,DJI,1515,zzz. Not colonized
Dominica,DMA,1515,zzz. Not colonized
Dominican Republic,DOM,1515,Spain
East Timor,TLS,1515,zzz. Not colonized
Ecuador,ECU,1515,zzz. Not colonized
Egypt,EGY,1515,zzz. Not colonized
El Salvador,SLV,1515,zzz. Not colonized
Equatorial Guinea,GNQ,1515,zzz. Not colonized
Eritrea,ERI,1515,zzz. Not colonized
Eswatini,SWZ,1515,zzz. Not colonized
Ethiopia,ETH,1515,zzz. Not colonized
Fiji,FJI,1515,zzz. Not colonized
France,FRA,1515,zz. Colonizer
Gabon,GAB,1515,zzz. Not colonized
Gambia,GMB,1515,zzz. Not colonized
Georgia,GEO,1515,zzz. Not colonized
Germany,DEU,1515,zz. Colonizer
Ghana,GHA,1515,Portugal
Grenada,GRD,1515,zzz. Not colonized
Guatemala,GTM,1515,zzz. Not colonized
Guinea,GIN,1515,zzz. Not colonized
Guinea-Bissau,GNB,1515,zzz. Not colonized
Guyana,GUY,1515,zzz. Not colonized
Haiti,HTI,1515,zzz. Not colonized
Honduras,HND,1515,zzz. Not colonized
India,IND,1515,zzz. Not colonized
Indonesia,IDN,1515,zzz. Not colonized
Iran,IRN,1515,zzz. Not colonized
Iraq,IRQ,1515,zzz. Not colonized
Israel,ISR,1515,zzz. Not colonized
Italy,ITA,1515,zz. Colonizer
Jamaica,JAM,1515,Spain
Japan,JPN,1515,zzz. Not colonized
Jordan,JOR,1515,zzz. Not colonized
Kazakhstan,KAZ,1515,zzz. Not colonized
Kenya,KEN,1515,zzz. Not colonized
Kiribati,KIR,1515,zzz. Not colonized
Kuwait,KWT,1515,zzz. Not colonized
Kyrgyzstan,KGZ,1515,zzz. Not colonized
Laos,LAO,1515,zzz. Not colonized
Lebanon,LBN,1515,zzz. Not colonized
Lesotho,LSO,1515,zzz. Not colonized
Liberia,LBR,1515,zzz. Not colonized
Libya,LBY,1515,zzz. Not colonized
Madagascar,MDG,1515,zzz. Not colonized
Malawi,MWI,1515,zzz. Not colonized
Malaysia,MYS,1515,Portugal
Maldives,MDV,1515,zzz. Not colonized
Mali,MLI,1515,zzz. Not colonized
Marshall Islands,MHL,1515,zzz. Not colonized
Mauritania,MRT,1515,zzz. Not colonized
Mauritius,MUS,1515,zzz. Not colonized
Mexico,MEX,1515,zzz. Not colonized
Micronesia (country),FSM,1515,zzz. Not colonized
Mongolia,MNG,1515,zzz. Not colonized
Morocco,MAR,1515,zzz. Not colonized
Mozambique,MOZ,1515,zzz. Not colonized
Myanmar,MMR,1515,zzz. Not colonized
Namibia,NAM,1515,zzz. Not colonized
Nauru,NRU,1515,zzz. Not colonized
Nepal,NPL,1515,zzz. Not colonized
Netherlands,NLD,1515,zz. Colonizer
New Zealand,NZL,1515,zzz. Not colonized
Nicaragua,NIC,1515,zzz. Not colonized
Niger,NER,1515,zzz. Not colonized
Nigeria,NGA,1515,zzz. Not colonized
North Korea,PRK,1515,zzz. Not colonized
Oman,OMN,1515,zzz. Not colonized
Pakistan,PAK,1515,zzz. Not colonized
Palau,PLW,1515,zzz. Not colonized
Panama,PAN,1515,zzz. Not colonized
Papua New Guinea,PNG,1515,zzz. Not colonized
Paraguay,PRY,1515,zzz. Not colonized
Peru,PER,1515,zzz. Not colonized
Philippines,PHL,1515,zzz. Not colonized
Portugal,PRT,1515,zz. Colonizer
Qatar,QAT,1515,zzz. Not colonized
Rwanda,RWA,1515,zzz. Not colonized
Saint Kitts and Nevis,KNA,1515,zzz. Not colonized
Saint Lucia,LCA,1515,zzz. Not colonized
Saint Vincent and the Grenadines,VCT,1515,zzz. Not colonized
Samoa,WSM,1515,zzz. Not colonized
Sao Tome and Principe,STP,1515,zzz. Not colonized
Saudi Arabia,SAU,1515,zzz. Not colonized
Senegal,SEN,1515,zzz. Not colonized
Seychelles,SYC,1515,zzz. Not colonized
Sierra Leone,SLE,1515,zzz. Not colonized
Singapore,SGP,1515,zzz. Not colonized
Solomon Islands,SLB,1515,zzz. Not colonized
Somalia,SOM,1515,zzz. Not colonized
South Africa,ZAF,1515,zzz. Not colonized
South Korea,KOR,1515,zzz. Not colonized
South Sudan,SSD,1515,zzz. Not colonized
Spain,ESP,1515,zz. Colonizer
Sri Lanka,LKA,1515,zzz. Not colonized
Sudan,SDN,1515,zzz. Not colonized
Suriname,SUR,1515,zzz. Not colonized
Syria,SYR,1515,zzz. Not colonized
